%time,field.timestamp,field.delx,field.dely,field.longitude,field.latitude
1494579130632381677,085210.60,62.7484323737,-493.614986917,9.97774883333,57.0152711083
1494579130829050681,085210.80,62.7225189496,-493.52731871,9.97775028333,57.015270875
1494579131037694601,085211.00,62.7088218534,-493.439649772,9.97775173333,57.0152707517
1494579131235965485,085211.20,62.6882762091,-493.356012037,9.97775311667,57.0152705667
1494579131447010898,085211.40,62.6760598812,-493.275396898,9.97775445,57.0152704567
1494579131634306922,085211.60,62.6614373056,-493.198812697,9.97775571667,57.015270325
1494579131837701292,085211.80,62.634598402,-493.109129146,9.9777572,57.0152700833
1494579132032801521,085212.00,62.619050347,-493.033552698,9.97775845,57.0152699433
1494579132230701128,085212.20,62.4261804294,-492.886440247,9.97776088333,57.0152682067
1494579132429000856,085212.40,62.3913824009,-492.811872643,9.97776211667,57.0152678933
